,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
715,28,2000000.0,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
716,81,1120000.0,14,12,18,13,40900.0,39900.0,37800.0,7,6,7,41951.0,38658.0,44051.0,118600.0,43,124660.0,20,63,2223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
717,66,2500.0,14,4,0,0,6493.6,0.0,0.0,2,0,0,10980.58,0.0,0.0,6493.6,4,10980.58,2,6,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
718,60,5000000.0,28,260,196,163,1365483.13,542897.32,699896.71,46,54,42,1427323.6,554291.2,689704.93,2608277.16,619,2671319.73,142,761,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
719,72,2500.0,14,1,25,74,693.6,51002.63,120437.3,19,20,20,121595.36,118736.8,129650.56,172133.53,100,369982.72,59,159,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
720,56,2500.0,14,3,3,18,10817.02,11000.0,30188.26,0,0,0,0.0,0.0,0.0,52005.28,24,0.0,0,24,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
721,48,2500.0,14,151,80,119,172804.6,121868.05,151361.9,7,5,8,170908.79,116450.76,151232.18,446034.55,350,438591.73,20,370,2232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
722,43,1000000.0,14,83,50,68,373872.76,149525.4,167454.14,8,6,7,213897.91,200215.11,222273.77,690852.3,201,636386.79,21,222,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
723,63,2000000.0,14,18,15,19,824603.0,474603.0,835171.78,4,8,9,72266.0,132695.45,212675.88,2134377.78,52,417637.33,21,73,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
724,48,3500.0,14,180,148,97,138384.6,132866.5,90993.94,13,10,13,146417.41,118306.43,121225.02,362245.04,425,385948.86,36,461,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
725,65,3000.0,14,19,13,21,29805.6,23360.0,36561.7,7,6,7,29836.04,27847.92,32065.04,89727.3,53,89749.0,20,73,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
726,51,1500.0,14,13,12,12,52000.0,44900.0,46600.0,7,6,8,49262.43,44895.57,56200.21,143500.0,37,150358.21,21,58,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
727,40,1500000.0,14,12,23,13,45100.0,75600.0,42200.0,7,6,7,45168.91,44435.3,42242.84,162900.0,48,131847.05,20,68,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
728,44,1350.0,14,144,109,144,462126.88,217572.92,266242.08,5,4,26,155500.0,30500.0,179200.0,945941.88,397,365200.0,35,432,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
729,39,1466670.0,14,149,208,170,138251.43,319963.56,206108.34,12,10,12,123496.68,131352.15,230990.96,664323.33,527,485839.79,34,561,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
730,50,3096555.0,14,37,48,37,106308.6,120375.0,110065.96,6,8,6,107479.59,123590.7,109333.87,336749.56,122,340404.16,20,142,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
731,55,3096555.0,14,16,34,1,56992.0,632312.1,4000.0,6,1,0,61014.2,15046.62,0.0,693304.1,51,76060.82,7,58,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
732,43,1500000.0,14,0,0,11,0.0,0.0,61892.78,0,0,2,0.0,0.0,94812.78,61892.78,11,94812.78,2,13,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
733,64,1000000.0,14,32,45,35,142984.06,189084.0,109172.0,7,8,6,143082.34,189382.76,109290.54,441240.06,112,441755.64,21,133,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
734,51,2500000.0,14,21,17,24,44113.6,44206.0,54566.1,7,6,8,44171.93,44357.55,54501.62,142885.7,62,143031.1,21,83,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
735,46,2500000.0,14,17,17,49,29263.6,42015.0,99574.7,7,6,9,42559.45,46590.95,56927.69,170853.3,83,146078.09,22,105,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
736,53,10000000.0,14,3,17,52,4209.0,38719.6,25762.0,10,8,7,115439.0,109058.0,92939.0,68690.6,72,317436.0,25,97,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
737,44,1350000.0,14,12,17,14,44000.0,52400.0,56700.0,7,6,8,49746.83,46790.72,56726.44,153100.0,43,153263.99,21,64,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
738,22,1500.0,14,0,0,3,0.0,0.0,1050.0,0,0,0,0.0,0.0,0.0,1050.0,3,0.0,0,3,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
739,34,2500.0,14,105,135,133,278881.75,503300.44,485347.83,25,37,25,285400.0,541328.56,546912.5,1267530.02,373,1373641.06,87,460,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
740,39,5000000.0,14,14,12,13,6449.99,7200.0,7800.0,10,12,14,5474.83,7200.0,8391.75,21449.99,39,21066.58,36,75,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
741,41,1500000.0,14,32,41,30,69563.6,89428.0,72524.7,6,8,6,69701.16,91677.31,71005.64,231516.3,103,232384.11,20,123,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
742,45,15975.0,14,0,0,5,0.0,0.0,20765.0,0,0,2,0.0,0.0,140000.0,20765.0,5,140000.0,2,7,2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
743,70,12000.0,28,101,27,45,317690.4,42386.21,659455.74,4,3,0,253728.42,150112.0,0.0,1019532.35,173,403840.42,7,180,2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
744,31,350000.0,14,4,0,0,2119.76,0.0,0.0,0,0,0,0.0,0.0,0.0,2119.76,4,0.0,0,4,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
745,42,1500000.0,14,16,17,43,56343.6,68000.0,67194.7,7,6,7,46480.41,44762.37,53607.44,191538.3,76,144850.22,20,96,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
746,37,1500000.0,14,5,8,1,1600.0,2700.0,300.0,4,3,0,2600.0,2120.0,0.0,4600.0,14,4720.0,7,21,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
747,30,2000.0,14,7,6,12,9760.0,17870.05,58699.0,2,0,1,26000.0,0.0,30000.0,86329.05,25,56000.0,3,28,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
748,66,5000000.0,20,2,0,0,813.96,0.0,0.0,1,0,5,3150.0,0.0,1202850.0,813.96,2,1206000.0,6,8,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
749,51,3500000.0,14,0,2,0,0.0,1899.5,0.0,1,9,3,94000.0,207035.0,83950.0,1899.5,2,384985.0,13,15,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
750,43,5000000.0,14,200,238,227,1552357.17,1464005.7,1717170.9,8,9,9,1845656.27,1960995.88,2488194.62,4733533.77,665,6294846.77,26,691,2230,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
751,64,2500000.0,14,30,28,17,60200.0,86000.0,56450.0,8,9,7,63222.8,78404.1,56466.23,202650.0,75,198093.13,24,99,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
752,50,2850000.0,14,87,143,188,771078.84,1424645.19,619938.89,10,6,3,1791000.0,651350.0,45000.0,2815662.92,418,2487350.0,19,437,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
753,51,1500000.0,14,44,40,53,128434.02,94932.0,172170.1,7,6,8,109417.69,95170.75,116925.56,395536.12,137,321514.0,21,158,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
754,47,6777747.0,20,33,2,0,63667.0,642.0,0.0,8,1,0,63980.0,650.0,0.0,64309.0,35,64630.0,9,44,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
755,52,1000000.0,14,15,16,17,49593.6,37538.37,40438.8,7,6,8,49766.83,46985.32,53268.14,127570.77,48,150020.29,21,69,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
756,49,1500000.0,14,25,35,37,46493.6,45300.0,50649.7,7,6,7,45726.19,45518.49,51394.23,142443.3,97,142638.91,20,117,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
757,32,500000.0,14,11,9,7,59899.29,50345.09,2549.93,7,6,7,274699.71,238907.55,338221.76,112794.31,27,851829.02,20,47,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
758,42,1500000.0,14,34,75,77,89003.63,358999.0,280003.0,9,9,10,96453.56,547971.74,245355.6,728005.63,186,889780.9,28,214,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
759,47,2500.0,14,18,18,14,39843.6,43050.0,55749.7,7,6,8,39849.56,43097.15,55825.86,138643.3,50,138772.57,21,71,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
760,52,1500000.0,14,14,15,23,49650.0,49200.0,60400.0,7,6,8,49751.25,49281.04,60466.64,159250.0,52,159498.93,21,73,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
761,31,500000.0,14,6,0,0,2555.0,0.0,0.0,1,0,0,600.0,0.0,0.0,2555.0,6,600.0,1,7,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
762,17,500000.0,14,4,0,0,586.9,0.0,0.0,0,0,0,0.0,0.0,0.0,586.9,4,0.0,0,4,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
763,54,5000.0,20,17,23,31,48406.7,140420.73,398011.42,6,13,14,59674.0,145401.2,180975.07,586838.85,71,386050.27,33,104,2224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
764,58,4628875.0,14,58,43,49,50852.42,97476.93,62554.16,9,9,18,42389.93,48901.3,47685.0,210883.51,150,138976.23,36,186,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
765,56,27597518.0,14,1,0,1,693.6,0.0,749.7,3,6,4,3000.0,6000.0,4000.0,1443.3,2,13000.0,13,15,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
766,40,1000.0,17,74,32,44,712535.46,296700.49,880182.25,19,8,13,654304.88,90500.0,525405.35,1889418.2,150,1270210.23,40,190,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
767,37,2500000.0,14,28,54,49,76980.5,157161.75,116983.0,7,8,10,88334.45,118339.46,138048.41,351125.25,131,344722.32,25,156,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
768,43,486.0,14,1,1,0,3657.91,175.0,0.0,0,1,0,0.0,84356.94,0.0,3832.91,2,84356.94,1,3,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
769,38,2500000.0,14,50,25,44,115999.55,75480.59,88035.0,7,6,6,106747.67,106333.61,84115.27,279515.14,119,297196.55,19,138,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
770,42,54000.0,14,9,13,13,14300.0,31100.0,37700.0,2,5,5,3000.0,12000.0,18500.0,83100.0,35,33500.0,12,47,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
771,41,500000.0,13,0,1,0,0.0,105.06,0.0,0,5,0,0.0,60000.0,0.0,105.06,1,60000.0,5,6,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
772,39,1500000.0,13,13,7,4,18172.6,66460.0,5849.7,1,1,0,20000.0,50000.0,0.0,90482.3,24,70000.0,2,26,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
773,53,2500.0,13,22,7,4,18000.0,7500.0,4200.0,0,0,0,0.0,0.0,0.0,29700.0,33,0.0,0,33,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
774,32,1000000.0,13,0,30,7,0.0,33535.0,5510.0,0,2,1,0.0,6700.0,9000.0,39045.0,37,15700.0,3,40,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
775,41,2000000.0,13,23,46,0,40110.37,74537.17,0.0,2,4,0,35000.0,70000.0,0.0,114647.54,69,105000.0,6,75,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
776,43,500000.0,13,1,0,2,14436.77,0.0,908.6,2,1,1,28873.54,25.28,3255.26,15345.37,3,32154.08,4,7,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
777,59,6000000.0,13,34,29,36,124674.0,100035.0,135880.68,7,6,8,127911.0,117864.0,139309.0,360589.68,99,385084.0,21,120,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
778,57,2500000.0,13,6,15,0,10073.5,46350.0,0.0,0,2,0,0.0,6010.0,0.0,56423.5,21,6010.0,2,23,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
779,40,650.0,13,40,81,91,181632.5,1128126.47,3208337.25,4,16,30,918959.0,1635827.88,8138866.77,4518096.22,212,10693653.65,50,262,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
780,54,5000.0,13,1,0,1,802.97,0.0,725.04,0,0,0,0.0,0.0,0.0,1528.01,2,0.0,0,2,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
781,35,1500000.0,13,0,1,0,0.0,200.0,0.0,0,0,0,0.0,0.0,0.0,200.0,1,0.0,0,1,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
782,53,6500000.0,13,226,176,57,380752.83,445914.39,274175.42,16,20,25,901934.85,1102243.84,1065451.2,1100842.64,459,3069629.89,61,520,2236,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
783,44,3000000.0,13,0,3,0,0.0,14793.6,0.0,0,0,0,0.0,0.0,0.0,14793.6,3,0.0,0,3,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
784,38,5000000.0,13,22,6,0,30505.89,19874.0,0.0,0,1,0,0.0,20000.0,0.0,50379.89,28,20000.0,1,29,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
785,54,5000000.0,13,0,96,60,0.0,84329.65,46857.76,0,7,5,0.0,80400.0,31250.0,131187.41,156,111650.0,12,168,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
786,57,1500.0,14,53,33,35,87787.51,36962.5,53787.7,6,2,4,74500.0,10500.0,25000.0,178537.71,121,110000.0,12,133,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
787,52,2000000.0,14,35,33,38,103951.0,116834.0,181000.0,6,7,5,135604.66,161222.93,150892.31,401785.0,106,447719.9,18,124,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
788,53,2000000.0,14,56,51,64,129533.65,106864.56,110588.71,7,8,7,148405.58,113571.2,101223.49,346986.92,171,363200.27,22,193,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
789,64,1000000.0,14,54,80,119,134626.35,132719.35,156334.1,5,6,7,141407.16,137694.27,157270.0,423679.8,253,436371.43,18,271,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
790,64,1000000.0,4,39,56,41,11389.6,24060.0,10825.7,0,0,0,0.0,0.0,0.0,46275.3,136,0.0,0,136,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
791,63,200000.0,14,17,23,24,32692.16,57479.59,44497.38,0,0,0,0.0,0.0,0.0,134669.13,64,0.0,0,64,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
792,59,4770495.0,14,62,44,33,235247.24,136476.0,100676.0,8,7,9,281703.79,78310.83,100287.32,472399.24,139,460301.94,24,163,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
793,39,1800000.0,14,0,1,0,0.0,693.6,0.0,0,0,0,0.0,0.0,0.0,693.6,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
794,48,3454735.0,14,72,65,59,240300.0,209650.0,201650.0,23,19,14,269980.07,250291.52,241171.28,651600.0,196,761442.87,56,252,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
795,43,1481092.0,14,18,25,23,79693.6,113045.0,91480.7,8,6,8,88801.16,76940.28,93527.68,284219.3,66,259269.12,22,88,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
796,57,4770458.0,14,40,29,44,111470.3,108964.5,150917.4,13,8,9,148701.97,145574.87,187520.49,371352.2,113,481797.33,30,143,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
797,43,1762621.0,14,1,0,0,5000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5000.0,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
798,48,1328224.0,14,15,13,20,34900.0,19250.0,25770.0,11,12,13,35106.28,19345.62,25922.35,79920.0,48,80374.25,36,84,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
799,53,9250000.0,14,0,12,11,0.0,40900.0,39900.0,0,2,2,0.0,40000.0,40000.0,80800.0,23,80000.0,4,27,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
800,55,5000.0,14,12,13,8,13467.02,16200.0,16249.7,0,0,0,0.0,0.0,0.0,45916.72,33,0.0,0,33,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
801,60,2000000.0,14,14,8,0,9893.6,10214.12,0.0,0,1,0,0.0,55131.0,0.0,20107.72,22,55131.0,1,23,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
802,37,750.0,14,0,2,0,0.0,5585.96,0.0,0,1,0,0.0,2486.31,0.0,5585.96,2,2486.31,1,3,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
803,47,5000.0,14,9,5,16,2498509.64,1351580.0,2783184.5,0,0,1,0.0,0.0,2000.0,6633274.14,30,2000.0,1,31,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
804,60,1455938.0,14,10,6,10,24293.6,21200.0,33449.7,9,6,7,24343.89,21199.38,33390.98,78943.3,26,78934.25,22,48,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
805,55,2185650.0,14,32,29,41,86703.0,71323.6,84500.0,16,18,16,86907.49,85061.41,92954.99,242526.6,102,264923.89,50,152,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
806,47,1277139.0,14,19,23,29,71493.6,88500.0,97149.7,16,17,16,71610.83,88560.77,97304.18,257143.3,71,257475.78,49,120,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
807,45,2000000.0,14,279,241,265,399189.25,482278.36,846867.78,16,15,17,217865.44,192705.21,331488.79,1728335.39,785,742059.44,48,833,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
808,44,2500000.0,14,56,27,31,115668.0,90718.0,108330.0,7,7,8,102977.31,102976.21,109326.17,314716.0,114,315279.69,22,136,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
809,31,1500000.0,13,443,201,134,2660675.41,1096104.91,1707016.86,15,10,4,991180.21,550799.09,101460.78,5463797.18,778,1643440.08,29,807,2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
810,43,2500.0,13,55,32,74,111481.03,75901.5,164877.96,18,7,10,119500.0,83500.0,123000.0,352260.49,161,326000.0,35,196,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
811,40,500000.0,13,0,0,5,0.0,0.0,14249.7,0,0,0,0.0,0.0,0.0,14249.7,5,0.0,0,5,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
812,60,9000000.0,13,5,1,3,10754.02,490.0,2783.32,0,0,0,0.0,0.0,0.0,14027.34,9,0.0,0,9,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
813,14,200000.0,13,29,20,8,64100.49,22929.7,7909.7,10,7,7,35100.0,6000.0,9000.0,94939.89,57,50100.0,24,81,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
814,49,2500000.0,14,10,11,15,35100.0,38600.0,42722.78,7,6,8,46099.28,45951.1,53380.35,116422.78,36,145430.73,21,57,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
815,42,1500000.0,14,27,16,18,70300.0,46493.6,36843.04,6,7,6,69700.5,81080.8,70880.6,153636.64,61,221661.9,19,80,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
816,54,3000000.0,14,0,0,0,0.0,0.0,0.0,7,6,7,20034.0,18459.0,21035.0,0.0,0,59528.0,20,20,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
817,36,3000000.0,14,30,49,72,44758.0,272511.52,389039.71,13,22,12,97349.7,196081.0,157000.0,706309.23,151,450430.7,47,198,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
818,46,2500000.0,14,22,20,11,37069.6,38880.0,19492.0,7,6,4,37177.67,38842.53,19566.84,95441.6,53,95587.04,17,70,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
819,55,1500000.0,14,29,14,22,45057.72,23950.0,38299.7,0,0,0,0.0,0.0,0.0,107307.42,65,0.0,0,65,2223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
820,41,200000.0,14,4,0,2,1417.02,0.0,902.82,0,0,0,0.0,0.0,0.0,2319.84,6,0.0,0,6,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
821,37,1481092.0,14,22,20,40,91600.0,79200.0,94940.0,15,12,14,91713.32,79289.91,95179.41,265740.0,82,266182.64,41,123,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
822,56,2591052.0,14,29,39,63,72644.1,68461.0,93439.7,8,9,9,72807.97,68680.39,94703.87,234544.8,131,236192.23,26,157,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
823,49,4302.0,14,90,64,48,263606.56,177903.2,124403.0,19,20,16,465956.52,328828.91,145161.2,565912.76,202,939946.63,55,257,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
824,38,300000.0,14,9,8,6,19920.0,22900.0,12050.0,5,8,3,19920.0,22950.0,12080.0,54870.0,23,54950.0,16,39,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
825,42,1277139.0,14,21,15,20,28093.6,30300.0,31549.7,15,14,13,28247.99,30437.6,31545.76,89943.3,56,90231.35,42,98,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
826,41,8000000.0,14,102,189,202,189277.46,578480.02,1129788.58,9,10,7,106500.0,206600.0,35600.0,1897546.06,493,348700.0,26,519,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
827,35,5000.0,14,14,0,0,105493.6,0.0,0.0,4,0,0,105750.0,0.0,0.0,105493.6,14,105750.0,4,18,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
828,53,2185650.0,14,25,22,15,74417.02,29212.02,40200.0,8,6,7,74483.7,29396.88,40211.82,143829.04,62,144092.4,21,83,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
